Skills,HTML,Wireframing and Prototyping,MongoDB,Build Automation,Kubernetes,Hardware/Software Integration,Data Visualization,DevOps,User Research,Microsoft SQL Server,System Architecture Design,Azure,Virtualization VMware,Risk Management,Data Mining,Usability Testing,Security Best Practices,Cloud Architecture,Selenium,CoAP,Firewall Configuration,Cloud Native Application Development,IoT,Routing and Switching,PyTorch,Incident Response,SVN,Docker,UX Design,Git,Scalability and Performance Optimization,TCP/IP,Technical Documentation,scikit-learn,Vue.js,TensorFlow,Cassandra,ETL,Responsive Design,SQL,Performance Testing,Data Warehousing,GCP,Hadoop,Project Planning,UX/UI Design and Prototyping,MySQL,RDBMS,Computer Vision,Data Manipulation and Cleaning,Data Manipulation,UI Design,Data Modeling,Oracle,Virtualization Hyper-V,Security Auditing,Adobe XD,Cross Browser Compatibility,User Centric Design,Scrum,IT Support,Cryptocurrency development,Active Directory,Web Accessibility,System Administration,JUnit,Budgeting,Disaster Recovery Planning,Manual Testing,RESTful Architecture,Troubleshooting,React,Server Administration,Network Security,Malware Analysis,Django,Natural Language Processing,Continuous Integration/Continuous Deployment,Test-Driven Development (TDD),GraphQL,Web Development,Wireless Networking,PostgreSQL,Big Data Technologies,Android Mobile App Development,Flask,REST,Smart contracts,Integration Testing and System Testing,iOS Mobile App Development,JavaScript,AI,Machine Learning,Network Monitoring,Matplotlib,Embedded Systems,Spark,Penetration Testing,Software Design Patterns,Node.js,Sensor Integration,Kanban,VoIP (Voice over Internet Protocol),Agile Methodologies,CSS,Blockchain security,Cryptography,Flutter,Sketch,Backup and Recovery,Quality Assurance,Ethical Hacking,NoSQL,React Native,Pandas,Real-Time Systems,AWS,Angular,Responsive Web Design,Data Engineering,VPN,pytest,Memory Management and Performance Profiling,Intrusion Detection,MQTT
Bitbucket integration,0.36,0.11,0.0,0.32,0.08,0.2,0.06,0.15,0.01,0.0,0.1,0.17,0.04,0.08,0.0,0.21,0.17,0.05,0.01,0.33,0.0,0.01,0.0,0.14,0.05,0.1,0.06,0.05,0.07,0.29,0.28,0.02,0.19,0.01,0.06,0.01,0.19,0.16,0.38,0.05,0.12,0.01,0.04,0.0,0.11,0.07,0.0,0.0,0.02,0.03,0.01,0.09,0.01,0.04,0.0,0.0,0.04,0.02,0.08,0.0,0.16,0.04,0.0,0.2,0.05,0.04,0.0,0.0,0.02,0.12,0.1,0.24,0.01,0.12,0.0,0.02,0.0,0.36,0.07,0.02,0.12,0.01,0.0,0.06,0.0,0.15,0.05,0.08,0.18,0.01,0.35,0.09,0.19,0.04,0.0,0.31,0.34,0.02,0.18,0.09,0.0,0.03,0.01,0.14,0.1,0.04,0.0,0.15,0.04,0.22,0.11,0.0,0.01,0.12,0.01,0.13,0.03,0.13,0.13,0.14,0.02,0.32,0.0,0.02,0.19
BlackBerry,0.06,0.16,0.0,0.11,0.0,0.39,0.08,0.02,0.21,0.0,0.07,0.0,0.0,0.14,0.11,0.25,0.15,0.0,0.0,0.03,0.12,0.01,0.0,0.41,0.0,0.17,0.0,0.0,0.1,0.0,0.28,0.21,0.15,0.01,0.0,0.0,0.0,0.0,0.32,0.0,0.3,0.06,0.0,0.0,0.06,0.12,0.0,0.01,0.0,0.1,0.07,0.1,0.08,0.0,0.02,0.12,0.0,0.12,0.22,0.02,0.09,0.0,0.01,0.01,0.08,0.0,0.04,0.06,0.21,0.01,0.33,0.27,0.05,0.21,0.16,0.0,0.03,0.29,0.23,0.01,0.0,0.22,0.0,0.03,0.0,0.0,0.07,0.14,0.16,0.0,0.01,0.0,0.13,0.17,0.0,0.17,0.0,0.19,0.01,0.0,0.23,0.0,0.19,0.05,0.07,0.0,0.06,0.03,0.02,0.45,0.17,0.05,0.03,0.04,0.0,0.03,0.0,0.0,0.0,0.09,0.05,0.17,0.13,0.11,0.03
Blobstore,0.26,0.28,0.0,0.2,0.0,0.46,0.4,0.02,0.03,0.0,0.06,0.0,0.02,0.05,0.17,0.23,0.09,0.0,0.0,0.01,0.06,0.4,0.0,0.37,0.0,0.04,0.0,0.0,0.11,0.0,0.41,0.38,0.1,0.0,0.0,0.01,0.0,0.0,0.39,0.01,0.29,0.06,0.0,0.0,0.04,0.27,0.0,0.0,0.13,0.22,0.13,0.15,0.3,0.0,0.0,0.01,0.0,0.36,0.24,0.0,0.04,0.26,0.0,0.34,0.05,0.0,0.02,0.06,0.14,0.01,0.21,0.06,0.18,0.13,0.29,0.0,0.11,0.53,0.37,0.01,0.36,0.14,0.0,0.33,0.49,0.0,0.0,0.39,0.23,0.47,0.27,0.07,0.45,0.19,0.0,0.26,0.0,0.07,0.16,0.07,0.3,0.0,0.23,0.09,0.25,0.19,0.03,0.01,0.01,0.32,0.12,0.02,0.08,0.01,0.0,0.11,0.0,0.05,0.52,0.15,0.02,0.17,0.04,0.02,0.0
Blocks,0.03,0.09,0.0,0.04,0.0,0.02,0.06,0.0,0.07,0.0,0.01,0.0,0.0,0.03,0.04,0.09,0.1,0.0,0.0,0.1,0.01,0.01,0.0,0.02,0.0,0.05,0.01,0.0,0.02,0.01,0.05,0.01,0.09,0.04,0.0,0.02,0.0,0.03,0.21,0.0,0.05,0.0,0.01,0.0,0.03,0.04,0.0,0.0,0.0,0.05,0.04,0.0,0.03,0.0,0.0,0.04,0.04,0.03,0.03,0.0,0.01,0.09,0.0,0.0,0.04,0.14,0.01,0.04,0.04,0.07,0.08,0.13,0.02,0.08,0.05,0.0,0.07,0.01,0.12,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.1,0.0,0.1,0.23,0.01,0.23,0.01,0.0,0.01,0.0,0.03,0.01,0.03,0.01,0.02,0.0,0.05,0.02,0.93,0.01,0.0,0.0,0.13,0.05,0.01,0.0,0.12,0.0,0.0,0.0,0.03,0.05,0.02,0.01,0.13,0.01,0.01,0.02
Blog,0.3,0.01,0.0,0.02,0.0,0.01,0.01,0.0,0.05,0.0,0.0,0.02,0.0,0.02,0.01,0.26,0.09,0.0,0.01,0.13,0.02,0.01,0.0,0.34,0.0,0.04,0.05,0.0,0.01,0.01,0.26,0.01,0.02,0.01,0.0,0.01,0.28,0.07,0.42,0.0,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.16,0.34,0.0,0.0,0.03,0.0,0.41,0.0,0.0,0.0,0.01,0.01,0.0,0.11,0.26,0.0,0.02,0.02,0.0,0.16,0.21,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.04,0.02,0.0,0.01,0.01,0.12,0.01,0.0,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.07,0.07,0.11,0.01,0.02,0.0,0.4,0.12,0.01,0.0,0.05,0.0,0.0,0.0,0.1,0.32,0.0,0.01,0.0,0.01,0.03,0.07
Blueprints - Sprint Plan,0.07,0.05,0.0,0.05,0.0,0.0,0.03,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.05,0.0,0.01,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.04,0.03,0.01,0.03,0.0,0.01,0.07,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.0,0.01,0.01,0.0,0.01,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.11,0.01,0.01,0.05,0.01,0.03,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.18,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.03,0.16,0.03,0.16,0.0,0.0,0.01,0.23,0.0,0.0,0.08,0.0,0.01,0.02,0.01,0.08,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.03,0.0,0.01,0.01,0.01,0.0,0.02,0.01,0.03,0.0,0.0,0.03
Board configuration,0.35,0.37,0.06,0.23,0.03,0.58,0.04,0.08,0.16,0.39,0.05,0.37,0.34,0.09,0.07,0.28,0.35,0.0,0.3,0.91,0.0,0.06,0.01,0.75,0.06,0.22,0.74,0.09,0.03,0.39,0.33,0.27,0.28,0.31,0.11,0.23,0.45,0.72,0.36,0.34,0.25,0.01,0.79,0.02,0.21,0.0,0.02,0.86,0.0,0.06,0.04,0.01,0.01,0.35,0.45,0.11,0.59,0.04,0.01,0.01,0.17,0.07,0.05,0.03,0.08,0.17,0.02,0.17,0.2,0.29,0.36,0.43,0.05,0.08,0.06,0.06,0.01,0.52,0.18,0.17,0.0,0.0,0.69,0.04,0.03,0.0,0.57,0.32,0.03,0.04,0.47,0.21,0.11,0.01,0.04,0.55,0.03,0.12,0.01,0.06,0.02,0.49,0.13,0.07,0.57,0.12,0.06,0.33,0.01,0.64,0.3,0.1,0.04,0.35,0.0,0.21,0.33,0.55,0.01,0.05,0.56,0.34,0.01,0.26,0.69
Book,0.02,0.06,0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.01,0.01,0.0,0.02,0.01,0.15,0.08,0.0,0.0,0.03,0.01,0.03,0.0,0.19,0.0,0.02,0.01,0.0,0.01,0.0,0.11,0.01,0.03,0.01,0.0,0.0,0.0,0.02,0.15,0.0,0.1,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.02,0.0,0.11,0.06,0.0,0.02,0.01,0.0,0.14,0.14,0.06,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.14,0.02,0.05,0.06,0.0,0.04,0.01,0.0,0.01,0.0,0.02,0.0,0.03,0.03,0.01,0.0,0.01,0.04,0.02,0.0,0.0,0.0,0.16,0.12,0.02,0.0,0.05,0.0,0.01,0.0,0.13,0.0,0.0,0.03,0.03,0.01,0.02,0.01
Bootstrap,0.07,0.16,0.0,0.05,0.0,0.16,0.04,0.0,0.05,0.0,0.02,0.0,0.0,0.05,0.01,0.15,0.05,0.0,0.0,0.02,0.0,0.01,0.0,0.21,0.0,0.11,0.0,0.0,0.08,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.01,0.01,0.22,0.0,0.12,0.0,0.0,0.0,0.07,0.15,0.0,0.0,0.0,0.06,0.02,0.05,0.02,0.0,0.0,0.01,0.0,0.11,0.07,0.0,0.04,0.0,0.0,0.15,0.05,0.0,0.01,0.02,0.08,0.0,0.18,0.0,0.02,0.02,0.0,0.0,0.0,0.14,0.04,0.0,0.27,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.06,0.02,0.01,0.0,0.01,0.02,0.0,0.11,0.01,0.07,0.1,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.17,0.07,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.18,0.04,0.01,0.05,0.0,0.02,0.0
Bower,0.23,0.29,0.0,0.31,0.0,0.44,0.28,0.09,0.21,0.0,0.2,0.02,0.0,0.17,0.22,0.24,0.24,0.01,0.0,0.04,0.14,0.35,0.01,0.44,0.0,0.17,0.0,0.0,0.12,0.01,0.32,0.47,0.19,0.03,0.0,0.0,0.0,0.01,0.45,0.15,0.24,0.2,0.01,0.0,0.17,0.29,0.0,0.0,0.17,0.17,0.12,0.16,0.23,0.0,0.0,0.17,0.0,0.33,0.38,0.02,0.31,0.36,0.05,0.26,0.15,0.02,0.26,0.21,0.18,0.43,0.28,0.13,0.42,0.33,0.24,0.0,0.34,0.48,0.27,0.23,0.37,0.3,0.0,0.34,0.42,0.0,0.01,0.44,0.23,0.44,0.41,0.01,0.45,0.37,0.0,0.26,0.01,0.15,0.15,0.01,0.37,0.03,0.43,0.14,0.21,0.37,0.13,0.02,0.05,0.57,0.28,0.07,0.09,0.17,0.0,0.15,0.0,0.17,0.47,0.22,0.17,0.3,0.2,0.13,0.01
Branch Status,0.17,0.11,0.38,0.16,0.31,0.05,0.13,0.13,0.05,0.34,0.01,0.53,0.13,0.03,0.19,0.03,0.02,0.03,0.1,0.81,0.0,0.12,0.02,0.13,0.08,0.01,0.48,0.07,0.01,0.24,0.02,0.02,0.13,0.2,0.25,0.4,0.3,0.28,0.12,0.15,0.03,0.05,0.38,0.31,0.02,0.02,0.23,0.59,0.04,0.11,0.06,0.09,0.11,0.21,0.03,0.03,0.21,0.01,0.01,0.02,0.06,0.35,0.08,0.01,0.04,0.18,0.01,0.02,0.14,0.06,0.12,0.14,0.0,0.02,0.02,0.17,0.19,0.02,0.1,0.2,0.02,0.03,0.34,0.09,0.24,0.05,0.28,0.37,0.01,0.29,0.3,0.16,0.41,0.04,0.21,0.08,0.05,0.07,0.04,0.3,0.12,0.42,0.01,0.07,0.19,0.27,0.08,0.05,0.02,0.28,0.02,0.01,0.24,0.37,0.08,0.16,0.22,0.27,0.1,0.1,0.12,0.36,0.0,0.01,0.33
Browse Remote,0.16,0.01,0.0,0.01,0.01,0.05,0.05,0.01,0.0,0.0,0.0,0.11,0.0,0.02,0.01,0.05,0.05,0.01,0.01,0.1,0.02,0.07,0.01,0.19,0.0,0.01,0.02,0.0,0.07,0.01,0.11,0.12,0.04,0.0,0.01,0.04,0.01,0.07,0.0,0.01,0.05,0.0,0.02,0.0,0.01,0.08,0.0,0.0,0.01,0.04,0.04,0.05,0.01,0.02,0.0,0.01,0.06,0.05,0.0,0.0,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.02,0.11,0.23,0.0,0.04,0.01,0.0,0.02,0.02,0.27,0.0,0.04,0.3,0.01,0.02,0.11,0.01,0.28,0.11,0.25,0.25,0.04,0.0,0.02,0.01,0.01,0.05,0.08,0.02,0.0,0.13,0.01,0.17,0.03,0.05,0.01,0.0,0.05,0.05,0.0,0.04,0.0,0.01,0.0,0.04,0.12,0.09,0.04,0.22,0.08,0.0,0.0,0.07
Browse Storage,0.17,0.0,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.05,0.02,0.0,0.01,0.06,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.08,0.0,0.01,0.0,0.03,0.08,0.01,0.01,0.01,0.02,0.01,0.0,0.02,0.01,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.15,0.03,0.0,0.02,0.0,0.16,0.2,0.03,0.1,0.0,0.0,0.08,0.0,0.0,0.02,0.11,0.0,0.0,0.0,0.01,0.22,0.01,0.0,0.0,0.0,0.08,0.02,0.0,0.12,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.16,0.0,0.0,0.01
Build,0.43,0.04,0.02,0.98,0.01,0.43,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.01,0.15,0.0,0.02,0.27,0.05,0.17,0.0,0.25,0.01,0.0,0.03,0.0,0.0,0.07,0.15,0.13,0.1,0.03,0.02,0.06,0.0,0.05,0.0,0.03,0.02,0.0,0.05,0.01,0.02,0.0,0.01,0.04,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.04,0.0,0.05,0.18,0.0,0.04,0.01,0.03,0.0,0.0,0.01,0.0,0.06,0.0,0.01,0.11,0.22,0.0,0.18,0.03,0.03,0.06,0.0,0.02,0.01,0.24,0.16,0.0,0.0,0.39,0.05,0.17,0.43,0.45,0.25,0.16,0.0,0.26,0.09,0.0,0.01,0.4,0.21,0.04,0.02,0.13,0.27,0.25,0.0,0.0,0.0,0.1,0.02,0.0,0.02,0.01,0.02,0.09,0.07,0.28,0.0,0.0,0.08,0.48,0.01,0.0,0.04
Build Queues,0.32,0.1,0.15,0.01,0.01,0.06,0.11,0.14,0.01,0.0,0.02,0.13,0.01,0.01,0.0,0.09,0.02,0.0,0.08,0.17,0.0,0.14,0.0,0.06,0.0,0.0,0.06,0.0,0.04,0.09,0.08,0.05,0.07,0.09,0.22,0.42,0.09,0.08,0.13,0.07,0.06,0.0,0.07,0.1,0.02,0.11,0.01,0.11,0.04,0.01,0.05,0.19,0.05,0.0,0.0,0.0,0.26,0.02,0.14,0.07,0.03,0.04,0.0,0.04,0.02,0.14,0.0,0.01,0.07,0.03,0.04,0.03,0.04,0.02,0.04,0.0,0.09,0.04,0.17,0.1,0.07,0.0,0.02,0.02,0.2,0.0,0.0,0.26,0.02,0.22,0.39,0.21,0.36,0.03,0.08,0.05,0.01,0.0,0.04,0.24,0.0,0.04,0.02,0.13,0.25,0.03,0.0,0.01,0.03,0.07,0.01,0.01,0.06,0.03,0.0,0.06,0.21,0.15,0.05,0.01,0.05,0.38,0.0,0.0,0.25
Build Tooling,0.24,0.01,0.0,0.0,0.01,0.06,0.0,0.02,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.02,0.01,0.0,0.13,0.38,0.0,0.0,0.0,0.09,0.03,0.02,0.05,0.01,0.0,0.13,0.05,0.01,0.09,0.01,0.01,0.02,0.11,0.12,0.02,0.02,0.01,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.22,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.0,0.0,0.01,0.31,0.03,0.04,0.0,0.0,0.01,0.06,0.0,0.0,0.19,0.0,0.02,0.0,0.04,0.06,0.0,0.0,0.09,0.01,0.19,0.01,0.0,0.0,0.01,0.01,0.09,0.05,0.34,0.0,0.0,0.04,0.32,0.0,0.0,0.49
Build system,0.23,0.14,0.01,0.91,0.09,0.34,0.0,0.08,0.01,0.0,0.02,0.32,0.0,0.02,0.0,0.07,0.21,0.0,0.42,0.75,0.0,0.01,0.0,0.17,0.14,0.01,0.33,0.01,0.0,0.36,0.14,0.04,0.17,0.07,0.14,0.07,0.08,0.34,0.04,0.03,0.03,0.0,0.49,0.01,0.11,0.01,0.0,0.01,0.0,0.02,0.06,0.02,0.0,0.01,0.0,0.0,0.48,0.02,0.01,0.0,0.08,0.02,0.0,0.02,0.01,0.15,0.0,0.0,0.03,0.0,0.14,0.0,0.0,0.08,0.07,0.01,0.0,0.22,0.03,0.04,0.0,0.04,0.01,0.15,0.07,0.02,0.0,0.45,0.07,0.12,0.46,0.1,0.1,0.01,0.0,0.26,0.05,0.03,0.01,0.37,0.01,0.26,0.1,0.17,0.14,0.21,0.01,0.02,0.0,0.21,0.03,0.01,0.01,0.03,0.07,0.12,0.12,0.27,0.01,0.0,0.08,0.19,0.01,0.0,0.37
Build: (other),0.47,0.02,0.0,0.2,0.0,0.03,0.02,0.06,0.01,0.0,0.0,0.1,0.0,0.02,0.01,0.01,0.04,0.0,0.02,0.72,0.01,0.1,0.0,0.09,0.01,0.0,0.02,0.0,0.0,0.06,0.01,0.01,0.22,0.0,0.03,0.03,0.0,0.1,0.02,0.11,0.01,0.0,0.04,0.0,0.12,0.0,0.0,0.01,0.0,0.01,0.11,0.01,0.02,0.0,0.0,0.0,0.2,0.06,0.01,0.0,0.04,0.05,0.0,0.06,0.02,0.03,0.0,0.0,0.02,0.0,0.09,0.01,0.03,0.03,0.18,0.0,0.4,0.01,0.0,0.26,0.01,0.0,0.0,0.0,0.07,0.01,0.0,0.67,0.01,0.01,0.53,0.07,0.37,0.03,0.0,0.06,0.22,0.0,0.05,0.16,0.0,0.11,0.0,0.16,0.25,0.01,0.0,0.05,0.01,0.09,0.01,0.0,0.21,0.06,0.02,0.01,0.01,0.25,0.01,0.0,0.02,0.21,0.0,0.0,0.16
Build: Distributions,0.25,0.08,0.22,0.05,0.03,0.06,0.18,0.12,0.01,0.01,0.03,0.26,0.0,0.02,0.01,0.02,0.07,0.02,0.23,0.46,0.02,0.17,0.0,0.41,0.03,0.0,0.07,0.02,0.0,0.16,0.05,0.02,0.13,0.1,0.17,0.36,0.14,0.14,0.05,0.18,0.04,0.0,0.12,0.2,0.07,0.0,0.03,0.12,0.01,0.02,0.12,0.06,0.05,0.04,0.0,0.0,0.28,0.02,0.02,0.04,0.07,0.19,0.0,0.06,0.03,0.17,0.0,0.02,0.04,0.03,0.04,0.01,0.01,0.08,0.04,0.01,0.1,0.19,0.04,0.2,0.1,0.01,0.12,0.04,0.26,0.02,0.0,0.26,0.02,0.24,0.36,0.12,0.29,0.1,0.07,0.16,0.15,0.0,0.06,0.3,0.02,0.09,0.0,0.13,0.24,0.09,0.01,0.03,0.01,0.17,0.03,0.0,0.06,0.04,0.07,0.07,0.26,0.3,0.01,0.03,0.15,0.27,0.0,0.0,0.12
Build: Integration Tests,0.21,0.01,0.18,0.14,0.34,0.5,0.0,0.19,0.0,0.02,0.0,0.37,0.05,0.05,0.0,0.01,0.06,0.07,0.59,0.31,0.0,0.13,0.02,0.07,0.19,0.0,0.18,0.27,0.0,0.32,0.07,0.05,0.1,0.09,0.18,0.15,0.25,0.16,0.01,0.06,0.02,0.0,0.24,0.13,0.02,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.23,0.08,0.0,0.12,0.1,0.14,0.0,0.02,0.04,0.51,0.0,0.0,0.04,0.02,0.03,0.03,0.0,0.04,0.0,0.14,0.01,0.35,0.18,0.06,0.08,0.03,0.06,0.08,0.18,0.07,0.01,0.08,0.55,0.23,0.46,0.21,0.05,0.01,0.0,0.3,0.24,0.0,0.05,0.31,0.33,0.21,0.01,0.15,0.13,0.06,0.01,0.1,0.01,0.06,0.09,0.0,0.03,0.22,0.14,0.13,0.32,0.25,0.0,0.0,0.11,0.21,0.0,0.0,0.39
Build: JDK Compatibility,0.08,0.05,0.01,0.14,0.02,0.19,0.0,0.1,0.02,0.0,0.01,0.09,0.0,0.03,0.0,0.08,0.04,0.0,0.06,0.28,0.0,0.02,0.0,0.04,0.01,0.02,0.04,0.09,0.0,0.12,0.04,0.0,0.14,0.01,0.0,0.01,0.1,0.1,0.02,0.0,0.04,0.0,0.13,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.03,0.0,0.01,0.0,0.12,0.01,0.0,0.02,0.09,0.09,0.0,0.0,0.1,0.01,0.17,0.01,0.02,0.02,0.01,0.29,0.0,0.16,0.04,0.0,0.06,0.0,0.0,0.01,0.17,0.04,0.01,0.02,0.09,0.07,0.27,0.05,0.03,0.01,0.0,0.05,0.11,0.01,0.09,0.09,0.0,0.07,0.01,0.08,0.0,0.01,0.0,0.01,0.01,0.11,0.03,0.0,0.0,0.01,0.01,0.05,0.09,0.14,0.01,0.01,0.02,0.21,0.0,0.0,0.05
Build: Libraries / Dependencies,0.26,0.04,0.24,0.11,0.23,0.03,0.0,0.22,0.0,0.0,0.01,0.44,0.01,0.04,0.0,0.01,0.08,0.07,0.45,0.36,0.0,0.11,0.01,0.01,0.12,0.01,0.16,0.24,0.01,0.18,0.08,0.01,0.13,0.14,0.33,0.15,0.31,0.17,0.05,0.08,0.01,0.0,0.27,0.06,0.06,0.0,0.16,0.03,0.0,0.0,0.01,0.01,0.0,0.32,0.0,0.01,0.37,0.02,0.01,0.12,0.11,0.13,0.0,0.03,0.02,0.2,0.0,0.0,0.03,0.03,0.19,0.03,0.0,0.03,0.01,0.15,0.01,0.13,0.04,0.1,0.11,0.0,0.58,0.02,0.25,0.04,0.0,0.02,0.02,0.27,0.57,0.17,0.06,0.01,0.05,0.25,0.19,0.02,0.11,0.47,0.01,0.18,0.0,0.23,0.1,0.01,0.0,0.06,0.01,0.03,0.06,0.01,0.02,0.13,0.16,0.04,0.27,0.32,0.01,0.01,0.09,0.28,0.0,0.0,0.18
Build: Maven,0.11,0.16,0.0,0.26,0.01,0.15,0.14,0.06,0.02,0.0,0.03,0.04,0.0,0.05,0.03,0.13,0.14,0.01,0.01,0.05,0.05,0.06,0.0,0.29,0.0,0.03,0.01,0.0,0.01,0.02,0.26,0.04,0.13,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.17,0.0,0.01,0.0,0.06,0.09,0.0,0.0,0.13,0.15,0.1,0.01,0.08,0.0,0.0,0.01,0.0,0.02,0.17,0.0,0.11,0.04,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.04,0.15,0.18,0.0,0.08,0.25,0.05,0.03,0.07,0.13,0.0,0.22,0.1,0.0,0.0,0.23,0.18,0.08,0.16,0.27,0.3,0.13,0.0,0.16,0.03,0.09,0.11,0.0,0.07,0.0,0.22,0.07,0.0,0.12,0.0,0.02,0.0,0.13,0.11,0.03,0.01,0.0,0.0,0.17,0.05,0.1,0.1,0.03,0.07,0.06,0.1,0.05,0.06
Builders,0.38,0.03,0.0,0.03,0.0,0.19,0.03,0.0,0.02,0.0,0.0,0.12,0.0,0.03,0.0,0.06,0.05,0.0,0.02,0.15,0.0,0.03,0.0,0.16,0.0,0.14,0.02,0.0,0.0,0.01,0.2,0.24,0.08,0.05,0.02,0.1,0.01,0.02,0.09,0.1,0.06,0.0,0.04,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.04,0.0,0.03,0.0,0.04,0.0,0.0,0.03,0.0,0.13,0.03,0.0,0.01,0.1,0.0,0.14,0.34,0.05,0.32,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.27,0.01,0.03,0.45,0.02,0.29,0.01,0.01,0.05,0.04,0.06,0.01,0.35,0.16,0.02,0.25,0.12,0.13,0.25,0.0,0.09,0.01,0.32,0.12,0.0,0.02,0.01,0.0,0.02,0.0,0.47,0.0,0.0,0.29,0.42,0.0,0.01,0.03
Builds,0.34,0.01,0.06,0.77,0.01,0.17,0.04,0.01,0.01,0.0,0.0,0.17,0.0,0.02,0.0,0.0,0.11,0.0,0.04,0.31,0.01,0.06,0.0,0.02,0.01,0.03,0.03,0.0,0.0,0.02,0.12,0.15,0.06,0.02,0.07,0.28,0.01,0.03,0.03,0.09,0.0,0.0,0.04,0.01,0.01,0.0,0.01,0.06,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.09,0.0,0.03,0.08,0.0,0.02,0.01,0.08,0.0,0.0,0.01,0.01,0.04,0.0,0.0,0.04,0.1,0.0,0.22,0.01,0.04,0.25,0.0,0.01,0.01,0.05,0.1,0.01,0.0,0.29,0.0,0.13,0.43,0.28,0.31,0.02,0.0,0.05,0.02,0.0,0.0,0.4,0.02,0.03,0.15,0.15,0.2,0.15,0.0,0.01,0.0,0.17,0.1,0.0,0.03,0.02,0.0,0.04,0.02,0.42,0.0,0.0,0.11,0.49,0.0,0.0,0.04
